1_DMSO_1	2_DMSO_2	3_Sora_1	4_Sora_2	5_Tram_1	6_Tram_2
ENSG00000227960	0	1	0	0	0	0
ENSG00000234953	0	0	0	0	0	0
ENSG00000242598	0	0	0	0	0	0
ENSG00000236676	0	0	0	0	0	0
ENSG00000234683	1	0	1	2	2	1
ENSG00000215875	1	0	0	0	0	0
ENSG00000233290	0	1	0	2	0	1
ENSG00000230817	0	0	0	0	0	0
ENSG00000236268	0	0	0	0	1	0
ENSG00000231364	0	0	0	0	0	0
ENSG00000233008	0	0	0	0	0	0
ENSG00000237076	0	0	0	0	0	0
ENSG00000223231	0	0	0	0	0	0
ENSG00000137941	0	3	3	4	3	3
ENSG00000233061	0	0	3	1	0	0
ENSG00000229486	0	0	0	0	1	1
ENSG00000271576	0	0	0	1	1	0
ENSG00000142875	3360	3832	3953	4435	4361	3613
ENSG00000213540	0	0	0	0	0	1
ENSG00000226970	0	3	5	2	3	4
ENSG00000199959	0	0	0	0	0	0
ENSG00000203943	143	154	173	238	209	156
ENSG00000249237	2	1	0	0	1	0
ENSG00000240520	3	1	1	5	11	3
ENSG00000137976	3	0	1	1	0	1
ENSG00000117133	849	999	625	793	930	838
ENSG00000174021	2655	2508	2462	3025	2895	2384
ENSG00000122432	1	2	1	0	1	2
ENSG00000117151	270	271	282	297	281	212
ENSG00000180869	0	0	0	0	0	0
ENSG00000232622	0	0	0	0	0	0
ENSG00000117155	431	478	386	472	525	466
ENSG00000251899	0	0	0	0	0	0
ENSG00000171517	0	0	0	0	0	2
ENSG00000153898	0	0	1	3	1	0
ENSG00000162643	0	0	0	0	0	0
ENSG00000055732	2	0	0	1	1	2
ENSG00000266110	0	0	0	0	0	0
ENSG00000097096	197	222	205	229	245	224
ENSG00000162642	373	344	273	324	345	290
ENSG00000223254	1	1	0	0	0	0
ENSG00000142867	1645	1390	853	1113	1369	932
ENSG00000223653	7	2	5	6	3	1
ENSG00000264380	1	1	0	0	0	0
ENSG00000153904	5848	6707	6598	7572	7472	6290
ENSG00000199459	0	0	0	0	0	0
ENSG00000273264	0	0	0	1	0	0
ENSG00000272691	0	0	0	0	1	0
ENSG00000142871	184	168	103	140	151	144
ENSG00000199934	0	0	0	0	0	0
ENSG00000230285	0	2	0	0	0	0
ENSG00000117174	814	864	356	402	668	644
ENSG00000171502	3	5	3	5	5	2
ENSG00000201620	0	0	0	0	0	0
ENSG00000229505	0	0	0	0	1	0
ENSG00000122417	281	287	267	280	296	272
ENSG00000231349	0	0	0	0	1	0
ENSG00000137975	2	0	1	0	0	2
ENSG00000016490	0	0	1	1	0	0
ENSG00000016602	1	0	1	0	0	1
ENSG00000224466	0	0	0	0	0	0
ENSG00000236915	0	1	0	1	0	0
ENSG00000221702	0	0	0	0	0	0
ENSG00000153923	0	0	1	0	0	2
ENSG00000261737	17	17	23	18	14	14
ENSG00000097033	2539	2359	2477	2933	2891	2276
ENSG00000230721	1	4	7	0	1	7
ENSG00000183291	3851	4324	3775	4571	4530	3819
ENSG00000153936	1612	1787	1815	2135	2154	1690
ENSG00000267734	0	0	0	0	0	0
ENSG00000224198	0	0	0	0	0	0
ENSG00000267561	0	0	0	0	0	0
ENSG00000235251	3	1	0	1	1	2
ENSG00000225568	3	7	0	1	1	1
ENSG00000267272	0	1	2	0	2	0
ENSG00000221222	0	0	0	0	0	0
ENSG00000143013	326	431	444	500	461	457
ENSG00000227290	0	0	0	0	2	0
ENSG00000199318	0	0	0	0	0	0
ENSG00000224235	0	0	0	0	0	0
ENSG00000270507	0	0	0	0	0	0
ENSG00000239504	0	0	0	0	0	0
ENSG00000230053	0	0	0	0	0	0
ENSG00000237505	5	1	2	3	4	4
ENSG00000237959	0	0	0	0	0	0
ENSG00000065243	4711	4750	4643	5340	5129	4361
ENSG00000207234	1	0	0	2	0	1
ENSG00000241975	9	7	7	3	6	6
ENSG00000137947	822	764	762	863	855	696
ENSG00000235308	0	0	0	0	0	0
ENSG00000137944	758	792	728	883	853	759
ENSG00000213516	582	703	490	555	606	643
ENSG00000117226	93	98	91	118	98	97
ENSG00000202385	0	0	0	0	0	0
ENSG00000117228	9	12	9	19	15	14
ENSG00000234518	137	164	106	130	148	133
ENSG00000162645	144	129	255	309	206	140
ENSG00000213512	0	0	0	0	0	0
ENSG00000162654	1	1	0	2	0	2
ENSG00000154451	1	1	1	1	2	3
ENSG00000237568	0	0	0	0	0	0
ENSG00000238081	0	0	0	0	0	0
ENSG00000233235	0	0	0	0	0	0
ENSG00000183347	0	1	3	0	0	0
ENSG00000215874	0	0	0	0	0	0
ENSG00000225492	0	0	3	0	5	3
ENSG00000197147	2174	2378	1165	1486	2070	1788
ENSG00000231999	2	2	4	0	2	1
ENSG00000230735	0	0	0	0	0	0
ENSG00000171488	20	9	14	15	24	7
ENSG00000271949	0	0	0	0	0	0
ENSG00000226394	0	0	0	0	0	0
ENSG00000239176	0	0	0	0	0	0
ENSG00000231613	0	0	0	0	0	0
ENSG00000272931	4	0	4	5	3	3
ENSG00000171492	560	664	437	656	691	646
ENSG00000272672	0	0	0	0	0	2
ENSG00000252797	0	0	0	0	0	0
ENSG00000228175	26	12	36	43	24	30
ENSG00000162664	973	968	889	1002	1169	962
ENSG00000212459	0	0	0	0	0	0
ENSG00000229201	0	0	0	0	1	0
ENSG00000199666	0	0	0	0	0	0
ENSG00000143032	13	1	11	4	7	8
ENSG00000233593	0	1	1	1	0	1
ENSG00000225446	0	0	0	0	0	0
ENSG00000272094	0	0	0	0	0	1
ENSG00000232882	1	3	5	4	4	6
ENSG00000122482	1520	1722	1441	1673	1819	1661
ENSG00000232393	64	81	82	92	88	49
ENSG00000162669	46	28	49	69	51	47
ENSG00000206817	0	0	0	0	0	0
ENSG00000215873	0	0	2	0	0	0
ENSG00000097046	612	721	543	622	707	746
ENSG00000241318	2	5	2	4	0	2
ENSG00000229067	0	0	0	1	0	0
ENSG00000203914	3	2	3	2	5	3
ENSG00000069702	721	854	902	1046	887	783
ENSG00000239794	1	0	0	0	0	0
ENSG00000266532	0	0	0	0	0	3
ENSG00000137948	4	2	2	0	1	4
ENSG00000172031	173	177	117	146	193	175
ENSG00000233228	0	0	0	0	2	2
ENSG00000230667	7	12	5	8	13	10
ENSG00000189195	60	33	58	51	58	49
ENSG00000224678	0	1	1	0	0	3
ENSG00000233401	0	0	0	0	0	0
ENSG00000069712	203	182	218	302	258	180
ENSG00000273487	1	1	4	0	2	0
ENSG00000226773	0	0	0	0	1	0
ENSG00000203910	0	1	0	2	0	1
ENSG00000233125	0	2	1	3	1	0
ENSG00000265543	0	0	0	0	0	0
ENSG00000174842	299	283	198	248	317	304
ENSG00000122484	443	427	356	451	494	440
ENSG00000242764	0	0	0	0	0	0
ENSG00000162676	37	33	21	32	30	28
ENSG00000067208	496	527	455	495	552	477
ENSG00000223787	0	2	1	0	0	0
ENSG00000229992	0	0	1	0	0	0
ENSG00000201317	0	0	0	0	0	0
ENSG00000225505	1	0	0	0	0	0
ENSG00000234202	0	0	0	0	0	0
ENSG00000223896	0	0	0	0	0	0
ENSG00000122406	36804	37546	36123	42745	42003	36320
ENSG00000206680	0	0	0	0	0	0
ENSG00000251795	4	7	3	6	11	12
ENSG00000207523	3	3	1	1	4	0
ENSG00000154511	398	468	372	419	432	355
ENSG00000207022	1	0	0	0	0	0
ENSG00000229052	1	0	0	2	3	1
ENSG00000252121	0	0	0	0	0	0
ENSG00000239710	0	0	0	0	0	0
ENSG00000238787	0	0	0	0	0	0
ENSG00000252752	0	0	0	0	0	0
ENSG00000222664	0	0	0	0	0	0
ENSG00000251837	0	0	0	0	0	0
ENSG00000143033	812	884	755	819	904	843
ENSG00000117500	15	21	14	15	23	14
ENSG00000122483	282	349	242	293	353	365
ENSG00000237003	1	0	0	0	0	0
ENSG00000225297	0	0	0	0	1	0
ENSG00000223745	96	87	120	120	160	112
ENSG00000229567	13	4	5	10	7	13
ENSG00000117505	2163	2348	1929	2326	2450	2046
ENSG00000229635	0	0	0	0	0	0
ENSG00000207379	0	0	0	0	0	0
ENSG00000137942	3924	3992	3983	4841	4587	3810
ENSG00000212601	0	0	0	0	0	0
ENSG00000137936	1029	923	1303	1549	1246	1100
ENSG00000224093	236	291	229	278	311	301
ENSG00000230439	6	3	6	5	13	4
ENSG00000211575	0	0	0	0	0	0
ENSG00000260464	1	4	2	1	1	3
ENSG00000067334	2066	2151	1400	1714	2073	1902
ENSG00000023909	649	686	603	771	792	614
ENSG00000223490	0	0	0	0	0	0
ENSG00000234099	0	0	0	0	0	0
ENSG00000235794	0	0	0	0	0	0
ENSG00000232752	0	0	0	0	0	0
ENSG00000229842	0	0	0	0	0	0
ENSG00000250890	0	0	0	0	0	0
ENSG00000236689	0	0	0	0	0	0
ENSG00000226960	0	0	0	0	1	1
ENSG00000233129	0	0	0	1	0	0
ENSG00000198691	0	1	0	0	0	2
ENSG00000233482	0	0	0	0	0	0
ENSG00000137962	1351	1238	751	865	1158	826
ENSG00000264963	0	0	0	0	0	0
ENSG00000238389	0	0	0	0	0	0
ENSG00000231363	0	1	0	0	0	0
ENSG00000178596	1	0	0	0	1	0
ENSG00000236098	0	0	0	1	0	1
ENSG00000226835	1	1	0	0	1	0
ENSG00000232918	0	0	0	0	0	0
ENSG00000117528	2399	2631	2690	3241	2952	2499
ENSG00000117525	3331	2184	1198	1506	2646	1482
ENSG00000223675	0	1	1	0	1	0
ENSG00000235565	14	16	10	27	26	12
ENSG00000224081	96	79	104	122	104	85
ENSG00000232857	0	2	0	0	0	0
ENSG00000244433	2	0	1	1	0	1
ENSG00000263526	0	1	0	0	0	0
ENSG00000143036	1327	1482	1305	1542	1758	1458
ENSG00000237416	0	0	2	1	0	1
ENSG00000117519	29	31	21	33	24	23
ENSG00000235501	0	1	1	1	1	1
ENSG00000172339	488	561	466	531	533	511
ENSG00000230427	0	0	0	0	0	0
ENSG00000152078	1	7	4	11	6	6
ENSG00000271092	0	0	0	0	0	0
ENSG00000231992	0	0	0	0	0	0
ENSG00000206679	0	0	0	0	0	0
ENSG00000226026	0	0	0	0	0	0
ENSG00000122481	15	10	23	17	24	19
ENSG00000228852	2	1	1	0	1	0
ENSG00000228504	0	0	0	0	0	0
ENSG00000230434	0	0	0	0	0	0
ENSG00000237954	0	0	0	0	0	0
ENSG00000233907	0	1	0	1	0	0
ENSG00000216037	0	0	0	0	0	0
ENSG00000228971	0	0	0	0	1	0
ENSG00000271252	1	0	0	2	2	1
ENSG00000221798	0	0	0	0	0	0
ENSG00000237435	0	0	0	0	0	0
ENSG00000200800	0	0	0	0	0	0
ENSG00000231987	0	0	0	0	1	0
ENSG00000225923	0	0	0	0	0	0
ENSG00000234422	0	0	0	0	0	0
ENSG00000228502	477	484	478	488	377	509
ENSG00000241992	0	0	0	0	0	0
ENSG00000234226	0	0	0	0	0	0
ENSG00000137970	676	754	656	753	655	749
ENSG00000223229	0	0	0	0	0	0
ENSG00000117569	311	335	283	319	421	331
ENSG00000212039	0	0	0	0	0	0
ENSG00000265771	0	0	0	0	0	0
ENSG00000188641	6	1	3	3	4	7
ENSG00000232878	0	0	0	0	0	0
ENSG00000232542	0	0	0	0	0	0
ENSG00000228057	11	5	6	5	10	7
ENSG00000226128	0	0	0	0	0	0
ENSG00000230718	0	0	0	0	0	0
ENSG00000235777	0	0	0	0	0	0
ENSG00000270911	0	0	0	0	0	0
ENSG00000269998	0	0	0	0	0	0
ENSG00000259946	0	1	0	0	0	0
ENSG00000225206	0	0	0	0	0	0
ENSG00000233557	0	0	0	0	0	0
ENSG00000226053	0	0	1	0	1	0
ENSG00000221777	0	0	0	0	0	0
ENSG00000162627	1039	1142	1006	1247	1250	1059
ENSG00000117598	0	1	0	0	0	0
ENSG00000232825	0	0	0	0	0	0
ENSG00000227034	2	4	3	2	0	3
ENSG00000117600	0	2	2	1	3	1
ENSG00000233983	0	0	0	0	0	0
ENSG00000224445	0	0	0	0	0	0
ENSG00000099260	0	0	0	0	0	0
ENSG00000223656	0	0	0	0	0	0
ENSG00000156869	335	353	287	321	341	286
ENSG00000201491	0	0	0	0	0	0
ENSG00000202254	0	1	0	0	0	0
ENSG00000252226	0	0	0	0	0	0
ENSG00000231996	0	0	0	0	0	0
ENSG00000162688	1754	2017	1768	2069	2183	1820
ENSG00000228084	8	8	20	16	12	12
ENSG00000117620	2666	2542	2562	3012	3280	2394
ENSG00000212248	0	0	0	0	0	0
ENSG00000202259	0	0	0	0	0	0
ENSG00000261254	33	28	28	25	40	38
ENSG00000156875	1764	1795	1444	1638	1931	1607
ENSG00000241073	0	0	0	0	0	0
ENSG00000156876	464	555	456	469	548	528
ENSG00000226952	0	0	0	1	0	0
ENSG00000122435	225	243	153	174	224	213
ENSG00000122477	2	1	6	1	7	3
ENSG00000137992	601	630	725	844	778	646
ENSG00000271415	0	0	0	0	0	1
ENSG00000225169	1	1	0	2	1	0
ENSG00000230287	0	0	0	0	0	0
ENSG00000224616	4	1	4	5	6	7
ENSG00000137996	1436	1473	1192	1496	1464	1221
ENSG00000207750	1	0	0	1	0	1
ENSG00000215871	1	1	0	1	0	0
ENSG00000223906	0	0	0	0	0	0
ENSG00000079335	145	150	119	160	141	168
ENSG00000216067	0	0	0	0	1	0
ENSG00000234332	0	0	0	0	0	0
ENSG00000228086	0	0	1	0	0	0
ENSG00000181656	0	0	0	3	2	1
ENSG00000213421	0	1	0	0	0	1
ENSG00000230402	0	0	0	0	0	1
ENSG00000224685	0	0	0	0	0	0
ENSG00000162692	1	0	0	0	0	0
ENSG00000162694	318	393	243	276	369	330
ENSG00000273204	0	0	0	0	0	0
ENSG00000162695	1122	1267	810	868	1114	851
ENSG00000230946	0	2	0	0	0	1
ENSG00000117543	319	386	298	388	436	397
ENSG00000269175	5	3	2	1	2	1
ENSG00000235795	2	13	5	5	5	5
ENSG00000233184	74	95	46	73	84	90
ENSG00000252765	0	0	0	0	0	0
ENSG00000271578	0	0	0	0	0	0
ENSG00000238296	0	0	0	0	0	0
ENSG00000225938	0	0	0	0	0	0
ENSG00000170989	0	0	0	0	0	1
ENSG00000260940	0	0	0	0	0	0
ENSG00000228399	32	6	11	7	13	22
ENSG00000173810	1	0	0	0	2	1
ENSG00000231671	0	0	0	0	0	0
ENSG00000226715	0	0	0	0	0	0
ENSG00000252530	0	0	0	0	0	0
ENSG00000183298	152	171	134	138	154	135
ENSG00000118733	0	0	0	1	1	0
ENSG00000252717	0	0	0	0	0	0
ENSG00000271277	0	0	0	0	0	0
ENSG00000162699	0	0	0	0	0	0
ENSG00000233359	0	0	0	0	0	0
ENSG00000230864	0	0	0	0	0	0
ENSG00000060718	0	1	2	1	0	0
ENSG00000234257	0	0	0	0	0	0
ENSG00000232753	0	0	0	0	0	0
ENSG00000234037	0	0	0	0	0	0
ENSG00000230759	0	0	0	0	0	0
ENSG00000224613	0	0	0	0	0	0
ENSG00000222069	0	0	2	0	3	1
ENSG00000185946	151	153	156	172	212	141
ENSG00000240038	2	2	1	3	7	3
ENSG00000236085	0	0	0	0	0	0
ENSG00000243480	0	0	0	0	0	0
ENSG00000237763	0	0	0	0	0	0
ENSG00000234441	0	0	0	0	0	0
ENSG00000174876	0	0	0	0	0	0
ENSG00000227408	0	0	0	0	0	0
ENSG00000187733	0	0	0	0	0	0
ENSG00000225191	0	0	0	0	0	0
ENSG00000243500	0	0	0	0	0	0
ENSG00000215869	0	0	0	0	0	1
ENSG00000228347	0	0	0	0	3	0
ENSG00000225036	0	0	0	0	0	0
ENSG00000230768	0	0	0	1	5	4
ENSG00000227850	1	3	3	3	2	1
ENSG00000237897	0	1	2	1	0	0
ENSG00000232952	5	8	0	5	7	6
ENSG00000233047	0	0	0	0	0	0
ENSG00000237480	0	0	0	0	0	0
ENSG00000230932	0	0	1	0	0	2
ENSG00000270342	0	0	0	0	0	0
ENSG00000270976	0	0	0	0	0	0
ENSG00000233449	0	0	0	0	0	0
ENSG00000232551	1	1	0	0	1	0
ENSG00000237460	0	0	0	0	0	0
ENSG00000198890	491	570	344	403	563	587
ENSG00000162631	0	3	0	1	0	0
ENSG00000238883	0	0	0	0	0	0
ENSG00000224550	13	17	13	15	16	17
ENSG00000134215	2	6	14	21	14	18
ENSG00000265536	0	0	0	0	0	0
ENSG00000230489	0	0	0	0	0	0
ENSG00000264753	0	0	0	0	0	0
ENSG00000226822	0	0	0	0	0	0
ENSG00000085491	4610	4926	3209	3946	4590	3607
ENSG00000260879	4	9	3	8	6	4
ENSG00000196427	16	11	18	15	15	9
ENSG00000238122	0	1	0	0	0	3
ENSG00000241361	0	1	0	2	1	1
ENSG00000186086	2	3	1	2	4	1
ENSG00000243967	2	1	1	4	4	1
ENSG00000238118	2	3	4	3	8	3
ENSG00000224698	3	0	0	0	1	1
ENSG00000227832	0	1	0	0	0	0
ENSG00000226483	0	0	0	0	0	0
ENSG00000162636	1191	1368	1690	1939	1534	1372
ENSG00000162639	687	782	730	925	921	849
ENSG00000134186	1650	1724	1156	1236	1660	1548
ENSG00000143107	1	4	0	1	1	2
ENSG00000232971	0	0	0	0	0	0
ENSG00000116266	1200	1146	1244	1410	1417	1200
ENSG00000228076	0	0	0	0	0	0
ENSG00000162641	16	18	5	11	22	14
ENSG00000203897	1	0	0	0	0	0
ENSG00000121957	2511	2619	2544	3070	2834	2450
ENSG00000121940	409	451	390	501	460	469
ENSG00000085433	226	233	251	299	256	224
ENSG00000237349	0	0	0	0	0	0
ENSG00000244716	288	333	336	421	377	320
ENSG00000228665	8	7	5	3	5	4
ENSG00000228054	0	0	0	0	0	1
ENSG00000197780	585	606	421	543	599	537
ENSG00000273382	18	16	15	25	30	28
ENSG00000215717	1197	1191	1253	1479	1376	1146
ENSG00000270066	3	0	3	0	0	2
ENSG00000251484	0	0	0	0	2	0
ENSG00000179902	0	0	0	2	2	1
ENSG00000116299	22	10	16	25	7	34
ENSG00000238310	0	0	0	0	0	0
ENSG00000031698	4256	4863	3903	4925	4793	4321
ENSG00000143126	116	161	190	234	188	199
ENSG00000134222	762	871	844	968	889	884
ENSG00000221986	1	0	2	3	0	2
ENSG00000134243	3236	3663	3714	4630	3867	3532
ENSG00000143106	3816	3979	3257	4076	3925	3741
ENSG00000143028	2	1	0	2	4	1
ENSG00000162650	268	244	175	191	214	269
ENSG00000174151	653	806	655	851	811	725
ENSG00000181754	399	453	245	303	422	366
ENSG00000156097	2	5	3	2	1	4
ENSG00000254942	0	0	0	0	0	0
ENSG00000065135	3613	3753	2949	3555	3866	3196
ENSG00000206832	0	0	0	0	0	1
ENSG00000225113	4	3	3	5	7	6
ENSG00000207709	1	0	1	0	2	1
ENSG00000134183	8	12	2	7	9	7
ENSG00000116337	1035	1027	786	1120	1132	1069
ENSG00000228703	0	0	0	0	0	0
ENSG00000235045	3	3	4	3	3	5
ENSG00000168765	169	205	199	302	248	259
ENSG00000213366	1	0	4	3	0	1
ENSG00000134184	0	0	0	0	0	1
ENSG00000260246	0	0	0	0	0	0
ENSG00000134201	1	2	1	1	1	4
ENSG00000241720	1	0	2	2	1	4
ENSG00000134202	1	0	2	1	0	4
ENSG00000198758	1840	1763	1670	1988	2104	1830
ENSG00000224927	0	0	0	0	0	0
ENSG00000228420	0	0	0	0	0	0
ENSG00000235005	0	0	0	0	0	0
ENSG00000261055	1	0	1	1	0	0
ENSG00000184371	4	9	9	6	10	11
ENSG00000168710	5330	5175	5533	6401	6151	5177
ENSG00000143093	837	923	793	979	961	908
ENSG00000258634	143	142	153	161	160	167
ENSG00000156150	0	0	0	0	0	0
ENSG00000258673	0	0	0	0	0	0
ENSG00000186150	0	0	0	0	0	0
ENSG00000197106	1	0	0	0	0	0
ENSG00000227091	0	1	0	0	0	0
ENSG00000235526	0	0	0	0	0	0
ENSG00000224965	0	1	0	0	3	1
ENSG00000116396	552	498	252	306	500	461
ENSG00000200536	0	0	0	0	0	0
ENSG00000227963	13	10	6	8	12	12
ENSG00000162775	674	648	520	690	697	595
ENSG00000168679	284	253	310	363	384	245
ENSG00000273373	15	16	19	22	33	28
ENSG00000224699	1	2	4	1	7	1
ENSG00000134248	621	595	632	768	656	610
ENSG00000143125	0	0	0	0	0	0
ENSG00000270380	0	0	0	0	0	0
ENSG00000240194	0	0	0	1	0	0
ENSG00000235407	0	0	1	0	0	0
ENSG00000143105	0	0	2	0	0	0
ENSG00000177301	0	0	0	0	0	0
ENSG00000221538	0	0	0	0	0	0
ENSG00000259834	0	1	3	2	2	0
ENSG00000177272	0	0	0	0	0	0
ENSG00000199710	0	0	0	0	0	0
ENSG00000237415	0	4	0	2	1	2
ENSG00000232791	0	0	0	0	0	0
ENSG00000143119	0	0	0	0	0	1
ENSG00000261654	8	10	12	9	8	6
ENSG00000232811	27	14	18	17	17	24
ENSG00000121931	598	620	484	550	719	552
ENSG00000273010	1	2	3	2	4	1
ENSG00000225672	0	0	0	0	0	0
ENSG00000252760	0	0	0	0	0	0
ENSG00000156171	1895	1757	1947	2257	2186	1640
ENSG00000134255	750	831	706	834	845	747
ENSG00000272982	0	0	0	0	0	0
ENSG00000273221	0	0	0	0	0	0
ENSG00000162777	907	973	822	956	1047	911
ENSG00000064886	0	0	2	2	3	3
ENSG00000236040	0	0	0	0	0	0
ENSG00000203878	0	0	0	0	0	0
ENSG00000134216	0	0	0	0	0	0
ENSG00000229283	0	0	0	0	0	0
ENSG00000232240	0	0	0	0	0	0
ENSG00000173947	1	0	0	0	0	0
ENSG00000234020	0	0	1	0	0	0
ENSG00000236012	2	0	0	1	0	0
ENSG00000227179	0	1	0	0	0	0
ENSG00000085465	66	94	86	111	120	109
ENSG00000260948	14	8	8	14	13	9
ENSG00000233337	7	6	4	5	7	6
ENSG00000243960	2	3	2	4	8	6
ENSG00000116455	850	1006	629	751	817	871
ENSG00000199890	0	0	0	1	0	0
ENSG00000116459	5986	6783	5891	7309	6746	6378
ENSG00000143110	10	12	11	10	5	9
ENSG00000121933	2	3	4	4	2	4
ENSG00000200360	0	0	0	0	0	0
ENSG00000116473	1271	1299	1272	1431	1547	1242
ENSG00000231346	0	2	1	1	0	0
ENSG00000215867	0	1	0	0	0	0
ENSG00000201028	0	0	0	0	0	0
ENSG00000197852	17	24	21	11	23	22
ENSG00000227811	0	0	0	0	0	0
ENSG00000064703	528	644	372	455	603	517
ENSG00000171385	1	0	0	2	2	2
ENSG00000232558	0	0	0	0	0	0
ENSG00000237556	0	0	0	0	0	0
ENSG00000231437	1	0	0	0	0	0
ENSG00000231246	0	0	0	0	0	0
ENSG00000239111	0	0	0	0	0	0
ENSG00000234388	0	0	0	0	0	0
ENSG00000238761	0	0	0	0	0	0
ENSG00000143079	1910	1772	1514	1857	1775	1452
ENSG00000134245	18	11	11	12	27	12
ENSG00000273483	0	0	0	2	0	0
ENSG00000007341	226	211	168	225	252	228
ENSG00000116489	6731	7167	6246	7420	7567	6323
ENSG00000235299	0	0	0	0	0	0
ENSG00000252750	0	1	0	0	0	0
ENSG00000238975	6	3	2	7	4	1
ENSG00000155363	2314	2290	2541	3016	2678	2571
ENSG00000225075	2	3	4	1	1	0
ENSG00000155366	4956	4299	4489	6085	5589	4474
ENSG00000271810	0	0	0	0	0	0
ENSG00000155367	38	43	34	48	36	36
ENSG00000261595	1	0	0	1	0	1
ENSG00000184599	0	2	3	2	2	3
ENSG00000234790	0	0	0	0	0	0
ENSG00000215866	15	16	9	12	14	15
ENSG00000224167	3	1	1	3	1	1
ENSG00000228040	0	0	0	0	2	0
ENSG00000155380	6660	7352	4411	5350	6716	5293
ENSG00000229020	0	3	6	1	6	1
ENSG00000226419	50	50	47	58	56	48
ENSG00000236066	1	1	0	2	0	0
ENSG00000238198	2	3	2	6	1	5
ENSG00000198799	433	339	485	495	505	442
ENSG00000237278	0	0	0	0	0	0
ENSG00000233839	0	0	0	0	0	0
ENSG00000236887	0	1	2	2	1	2
ENSG00000081026	1420	1507	1794	2116	1660	1508
ENSG00000232499	20	43	30	37	26	33
ENSG00000238256	1	0	0	0	0	0
ENSG00000116793	679	753	649	765	756	766
ENSG00000232450	7	11	11	12	17	14
ENSG00000081019	797	789	731	838	879	622
ENSG00000231128	0	0	0	0	0	0
ENSG00000134242	12	10	9	11	11	13
ENSG00000226167	5	1	0	5	4	2
ENSG00000188761	1096	1185	1708	1888	1590	1376
ENSG00000134262	197	195	196	202	235	244
ENSG00000118655	592	714	659	752	713	649
ENSG00000235527	3	0	2	4	2	2
ENSG00000163349	4657	4616	4873	5610	5334	4728
ENSG00000116774	4	2	6	9	3	7
ENSG00000270780	0	0	0	0	0	0
ENSG00000134207	0	0	0	0	0	1
ENSG00000232895	0	0	0	0	0	0
ENSG00000271419	0	0	0	0	0	0
ENSG00000197323	2114	2229	1823	2126	2379	1925
ENSG00000226984	0	0	0	0	0	0
ENSG00000225650	0	0	1	0	1	1
ENSG00000201114	0	0	0	0	0	0
ENSG00000236480	18	16	11	27	19	27
ENSG00000116752	892	1014	883	1080	1080	898
ENSG00000175984	56	59	42	46	61	43
ENSG00000116748	0	0	1	2	0	3
ENSG00000242769	0	0	0	0	0	0
ENSG00000213281	5030	5380	4065	4980	5510	4575
ENSG00000009307	18256	18743	17433	21452	20596	17380
ENSG00000201900	0	0	2	0	0	0
ENSG00000052723	1001	1048	1040	1098	1194	978
ENSG00000227970	0	0	0	0	0	0
ENSG00000198765	0	0	0	0	1	0
ENSG00000134200	0	0	0	0	0	0
ENSG00000134198	2	1	2	1	1	1
ENSG00000233730	0	0	0	0	0	0
ENSG00000228035	0	0	0	0	0	0
ENSG00000134259	0	0	0	0	0	0
ENSG00000226973	0	0	0	0	0	0
ENSG00000265534	0	0	0	0	0	0
ENSG00000229101	0	0	0	0	0	0
ENSG00000232185	0	1	0	0	0	0
ENSG00000270631	0	0	1	0	0	0
ENSG00000239984	0	0	0	0	0	0
ENSG00000207502	0	0	0	0	0	0
ENSG00000173218	2512	2935	2012	2385	2639	2540
ENSG00000118729	0	0	0	0	0	0
ENSG00000177551	0	0	0	0	0	0
ENSG00000214204	1	4	2	5	0	3
ENSG00000271143	0	0	0	0	0	0
ENSG00000228127	0	0	0	0	0	1
ENSG00000163393	11	11	9	9	15	8
ENSG00000237993	0	0	0	0	0	0
ENSG00000173212	14	24	47	43	54	37
ENSG00000235933	0	0	0	0	0	0
ENSG00000221040	0	0	0	0	0	0
ENSG00000163399	14356	15367	14131	17346	15804	14091
ENSG00000269279	0	0	0	0	0	0
ENSG00000203865	10	11	15	19	12	14
ENSG00000212385	1	0	0	0	2	0
ENSG00000233154	0	0	0	0	0	1
ENSG00000230381	0	1	0	0	0	0
ENSG00000200547	0	0	0	0	0	0
ENSG00000224950	4	7	5	8	6	8
ENSG00000116815	392	431	305	328	433	371
ENSG00000177173	30	16	20	24	25	14
ENSG00000264419	0	0	0	0	0	0
ENSG00000143061	4618	4278	5212	6329	5601	4684
ENSG00000238532	0	0	1	0	0	0
ENSG00000211543	0	0	0	0	0	0
ENSG00000203864	0	0	0	0	0	0
ENSG00000231072	0	0	0	1	2	3
ENSG00000223489	0	0	1	0	0	0
ENSG00000116824	0	1	0	1	0	0
ENSG00000225079	0	0	0	0	0	0
ENSG00000221425	0	0	0	0	0	0
ENSG00000272715	0	0	0	0	1	0
ENSG00000134247	1843	1864	1614	2164	2018	1830
ENSG00000252510	0	0	0	0	0	0
ENSG00000134256	3	5	4	5	7	4
ENSG00000236137	23	25	23	24	33	23
ENSG00000116830	1648	1734	1352	1604	1804	1732
ENSG00000215930	0	0	1	0	0	1
ENSG00000134253	73	57	94	125	109	94
ENSG00000228453	0	0	0	0	0	0
ENSG00000134258	8	14	16	20	13	14
ENSG00000235202	0	0	0	0	0	0
ENSG00000271427	1	0	1	0	1	0
ENSG00000198162	2098	2265	2091	2426	2616	2084
ENSG00000226755	0	1	0	0	1	0
